,Diện tích,Số tầng,Đường vào,Latitude,Longitude,Loại đường vào,loai_duong_null_flag,duong_vao_null_flag,Tổng số phòng,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ
1194,-0.4750780736920162,0.3076923076923077,-0.4391709580720064,10.8632807018781,106.63941803443,3.0,0,0,0.11316161425994499,0.0,0.0,0.0,0.0,1.0
1322,0.7324828108776685,0.3076923076923077,-0.13659775324274978,10.7985761572329,106.630438530429,0.0,1,1,0.4757863711357461,1.0,0.0,0.0,1.0,0.0
2225,-0.6986692748486453,0.23076923076923078,0.1302907279796492,10.7692700939212,106.697511939828,3.0,0,1,-0.3306552193971129,0.0,0.0,0.0,1.0,0.0
1721,-0.4493648176687783,0.3076923076923077,-0.4391709580720064,10.805684503851,106.605347487786,2.0,0,0,0.4757863711357461,0.0,0.0,0.0,0.0,1.0
497,-0.011343228479551189,0.23076923076923078,-0.13659775324274978,10.7677770370564,106.595382277741,0.0,1,0,-0.09639304316274322,0.0,0.0,0.0,0.0,1.0
3616,1.304965564000573,0.15384615384615385,1.5713987371125986,10.81067,106.789,3.0,0,0,0.30272686033993124,0.0,0.0,0.0,1.0,0.0
2609,1.5082129806834967,0.6153846153846154,0.1302907279796492,10.7641890647208,106.69410971356,3.0,0,1,3.0142443347171786,0.0,0.0,0.0,1.0,0.0
5881,1.5350950840717457,0.3076923076923077,0.1302907279796492,10.7674683889313,106.69738112558,3.0,0,1,-0.09639304316274322,0.0,1.0,0.0,1.0,0.0
2799,-0.5278863642596802,0.15384615384615385,0.1302907279796492,10.8444059211117,106.733193696348,3.0,0,1,-0.3306552193971129,0.0,0.0,1.0,0.0,0.0
2655,0.29564637201642957,0.23076923076923078,0.1302907279796492,10.7549818130859,106.619749462724,3.0,0,1,0.11316161425994499,0.0,0.0,1.0,0.0,0.0
721,0.8639894412629446,0.3076923076923077,1.8234285872700184,10.7668210804116,106.691084901206,3.0,0,0,3.6094174118945572,0.0,0.0,0.0,0.0,1.0
