Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Duong,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Khoảng giá
42.0,5.0,22.6,2.0,2.0,10.7659633446694,106.64225951417,15.05787481873062,15.13057065447157,3565.8,0,1,1,1,0,1,8.437432748989561,83.64125862359077,0.0,16.35818049245611,8.0,6.523663210732087,2.272125885509337
65.0,3.0,7.0,2.0,0.0,10.7766629696863,106.652052528165,19.38917355371904,24.57074925894742,93.3,0,0,0,0,0,1,19.567814035088464,0.4394426580921757,0.0,0.0,8.0,5.358156550546827,2.341805806147327
110.0,2.0,6.0,2.0,0.0,10.6780355937382,106.703386403707,8.13167257069548,7.904941853280308,373.1,1,0,0,0,0,0,13.45791966786577,35.11659072634682,0.0,64.87000804073975,17.0,10.89600863587478,1.6486586255873816
155.0,1.0,3.0,2.0,2.0,10.6782940114049,106.753338480921,8.13167257069548,9.563397308385287,33.2,0,0,0,0,0,0,8.354716452845052,72.5,27.379518072289155,0.0,7.0,12.272201042216969,2.0014800002101243
48.0,2.0,5.700000000000001,2.0,0.0,10.7994697568185,106.678571436082,18.635920863560628,15.922894100217071,85.9,1,1,1,0,0,1,19.875267893641407,35.76251455180442,0.0,64.28405122235156,4.0,3.586937304983636,2.028148247292285
89.0,7.0,14.1,0.0,0.0,10.767814019108,106.691144388189,53.75818181811302,70.44478399803819,16853.0,0,0,0,0,0,1,71.51607349868846,95.07618821574792,4.922862398386044,0.0,13.0,1.4181703612654342,4.290459441148391
18.0,3.0,3.0,2.0,2.0,10.7843564491209,106.672963007409,54.466025226590574,16.92478578683119,52.9,0,1,1,1,0,1,15.513003286951458,0.0,0.0,99.98109640831758,5.0,3.210865306260476,1.599387576580599
47.0,3.0,3.0,2.0,0.0,10.7695531345517,106.678176037312,54.466025226590574,15.13057065447157,37.3,0,0,1,1,1,0,22.44801877565687,12.49329758713137,0.0,87.47989276139411,8.0,2.604693233116142,2.0794415416798357
43.0,3.0,2.0,2.0,2.0,10.7562746152956,106.700894026799,19.389755524315007,15.13057065447157,4891.9,0,0,0,0,0,1,16.625262826668454,94.4988654714937,0.0,5.5013389480569925,6.0,2.193478107493954,2.066862759472976
105.0,4.0,8.0,2.0,2.0,10.7628309554051,106.686909939831,53.75818181811302,62.50032105846313,51.4,0,0,0,0,0,0,83.28399184762165,30.77821011673152,0.0,69.14396887159533,12.0,2.132366846930528,3.784189633918261
46.0,4.0,5.0,2.0,2.0,10.8426225601186,106.642683406051,11.098013468192365,15.61262583785773,4018.4,1,0,0,0,0,0,9.704490498839132,82.11253235118456,0.0,17.887965359347003,9.0,9.776962436722934,1.944480556245719
151.0,3.0,16.0,2.0,1.0,10.869856565276,106.624796899862,8.826587031047127,8.18330956384882,,0,0,0,0,0,0,14.379284351933675,,,,7.0,13.355400212782378,2.8791984572980396
18.0,5.0,10.0,2.0,0.0,10.7424225497245,106.724846607886,17.789285714287892,13.235496101166326,301.2,0,0,1,0,0,0,14.456705901371908,2.2609561752988045,0.0,97.72908366533866,7.0,4.5463558651447595,1.7227665977411035
34.0,4.0,8.0,2.0,0.0,10.7636960178576,106.648907966983,15.05787481873062,23.84569045566588,6317.6,1,1,1,0,0,0,26.11095314049559,1.4974040774977837,98.50212105862984,0.0,8.0,5.863124659993565,2.301584592660462
64.0,3.0,5.0,2.0,0.0,10.8046057388232,106.815555532038,19.05373796668013,9.21950487953404,,1,0,1,0,0,1,35.90278133606085,,,,7.0,12.900148032785903,1.9021075263969205
70.0,4.0,10.0,2.0,3.0,10.8300800734565,106.702522549604,18.827244701348747,16.235786822236673,3768.9,1,0,0,0,1,0,18.546218260831903,99.69487118257317,0.0,0.3051288174268354,8.0,6.015436805033431,2.6741486494265287
70.0,4.0,5.0,2.0,2.0,10.8788000224012,106.668867905323,8.826587031047127,8.620583204738967,10130.3,0,0,0,0,0,0,15.403303034697965,37.71813273052131,40.66562688173105,21.61594424646852,10.0,11.960610961402264,2.150598735996164
32.0,2.0,3.0,2.0,1.0,10.8567444850654,106.621230537092,8.826587031047127,8.18330956384882,,1,1,1,0,0,0,15.595533720777505,,,,4.0,12.518271206008563,1.4350845252893227
245.0,1.0,19.4,2.0,0.0,10.8138926370969,106.690024798238,18.827244701348747,16.92478578683119,945.2,0,0,0,0,0,1,16.622030583543015,8.600296233601354,91.39547185780786,0.0,37.0,4.383688753350391,3.7612001156935624
876.0,5.0,27.2,2.0,0.0,10.7918378989928,106.697115210376,53.75818181811302,50.41080558760097,896.0,0,0,0,0,0,1,164.85603153221973,1.4587053571428572,0.0,0.0,53.0,1.8140855351088496,5.942799375126701
32.0,2.0,5.0,2.0,0.0,10.8415122148417,106.676585491997,11.098013468192365,14.822692208439314,181.8,1,0,1,0,1,0,15.77172652828078,62.541254125412536,0.0,37.46424642464246,4.0,7.761116499660711,1.6074359097634274
17.0,3.0,4.0,1.0,0.0,10.8378748657483,106.636381966285,11.098013468192365,20.454141463799196,297.8,1,1,1,0,0,0,8.665137443269591,48.46541302887845,0.0,51.53458697112155,4.0,9.864232727869773,1.3609765531356006
198.0,4.0,12.0,2.0,2.0,10.8325746683208,106.732305831871,15.481076923082806,14.38454090192419,,0,0,0,0,0,0,18.04451104666058,,,,10.0,7.1548368039816825,3.1986731175506815
175.0,1.0,4.0,2.0,2.0,10.6846573804845,106.572993270918,16.33892897114638,14.835807623420491,1894.4,0,0,0,0,0,0,14.835807623420491,0.0,99.99841638513512,0.0,4.0,17.292830078577403,2.0794415416798357
370.0,3.0,27.0,2.0,1.0,10.8151805735113,106.774783498113,19.05373796668013,20.10815801017749,,0,0,0,0,0,1,26.390922694124676,,,,13.0,9.151753180816783,3.713572066704308
317.0,4.0,20.5,2.0,0.0,10.7434875108525,106.715828471803,17.789285714287892,13.235496101166326,661.9,0,0,0,0,0,1,17.005840922328282,10.296117238253514,0.0,89.69935035503853,11.0,3.9570853333625977,3.4904285153900982
97.0,4.0,5.0,2.0,2.0,10.757973105934244,106.6798177105606,28.097694428239997,15.13057065447157,1811.5,0,0,0,0,0,0,83.28399184762165,60.28539884073971,0.0,39.71515318796578,10.0,3.069659375241822,2.8735646395797834
16.0,3.0,7.0,2.0,2.0,10.8305222016732,106.632738223885,19.38917355371904,15.922894100217071,15644.2,1,0,0,0,0,0,8.665137443269591,25.026974853300267,0.0,0.0,4.0,9.618081985505256,1.5686159179138452
66.0,2.0,4.0,2.0,1.0,10.7437335267595,106.684217521569,9.678900518707806,15.13057065447157,2232.8,1,1,1,0,0,0,12.33080643933726,79.87594052310999,0.0,20.12271587244715,4.0,4.03410725684296,2.151762203259462
76.0,4.0,6.0,2.0,2.0,10.8080786581548,106.702751472795,18.827244701348747,20.454141463799196,320.3,0,1,1,0,0,0,13.31094578383581,0.0,0.0,99.98751170777396,26.0,3.5715423543760756,2.631888840136646
52.0,2.0,8.133333333333335,2.0,1.0,10.7897806213568,106.687085852904,54.466025226590574,107.34764903250246,82.4,0,0,0,0,0,1,15.055334517552476,22.19660194174757,0.0,77.80339805825243,2.0,2.165955002706617,2.70805020110221
285.0,7.0,26.0,2.0,2.0,10.821853319223,106.654606388777,19.38917355371904,15.922894100217071,,0,1,1,0,1,1,16.70400497461731,,,,19.0,7.196208873393839,2.827313621929028
44.0,2.0,10.0,2.0,1.0,10.7512925748966,106.728562176528,17.789285714287892,14.156201430091995,979.3,0,0,0,0,0,0,8.354716452845052,97.0295108751149,0.0,2.970489124885122,6.0,4.0678556884708845,1.8562979903656265
36.0,5.0,3.0,2.0,0.0,10.8059792092275,106.690677762024,18.827244701348747,15.287451678785835,407.9,0,1,0,0,0,0,25.718778500534484,24.280460897278747,0.0,75.71708752145135,9.0,3.5225604495526257,1.7209792871670078
42.0,3.0,3.8,0.0,0.0,10.771989953317,106.669281929842,24.737276401817315,20.454141463799196,240.0,1,1,1,1,0,1,29.601425780011347,24.616666666666667,0.0,75.4875,8.0,3.5041264308767865,2.5257286443082556
331.0,4.0,34.0,2.0,0.0,10.8374879237565,106.754880502714,15.481076923082806,12.57230581048598,,0,0,0,0,0,1,20.344785049130863,,,,10.0,9.01394274163974,3.1135153092103742
93.0,2.0,9.5,2.0,0.0,10.7986310269332,106.687505880795,18.635920863560628,20.91861042068099,3201.4,0,0,0,0,0,1,14.80404288147512,9.34372462047854,0.1792965577559817,0.0,12.0,2.92188838865398,2.631888840136646
73.0,3.0,6.3,2.0,0.0,10.798206053211,106.704889957015,18.827244701348747,14.822692208439314,11203.2,0,0,1,0,0,1,19.765923501006156,85.561000428449,12.784740074264494,0.0,8.0,2.503662917351362,2.2925347571405443
104.0,3.0,18.4,1.0,0.0,10.8737003529816,106.631053665807,8.826587031047127,8.18330956384882,,0,0,0,0,1,1,13.700632103822276,,,,8.0,13.28711302108322,2.2823823856765264
149.0,4.0,6.0,2.0,0.0,10.7600451288545,106.669739908917,28.097694428239997,24.57074925894742,5825.9,1,0,0,1,0,0,24.884687204378388,91.70462932765754,0.0,8.295370672342472,9.0,3.8578136255417834,3.828641396489095
175.0,3.0,6.0,2.0,0.0,10.7940166110901,106.669184837233,18.635920863560628,14.561476341810373,1337.1,1,0,0,0,0,0,17.291439375719904,98.7734649614838,0.0,0.3328098122803081,11.0,4.020753620001627,3.572345637857985
72.0,5.0,6.0,2.0,2.0,10.867037763004,106.625823534071,8.826587031047127,8.18330956384882,,1,1,1,1,0,0,15.908956582956272,,,,12.0,13.040976229948669,2.2874714551839976
97.0,2.0,3.0,2.0,2.0,10.7477980202393,106.68566401379,9.678900518707806,20.91861042068099,45.1,0,0,1,0,0,0,13.344166973843556,0.0,0.0,100.0,4.0,3.560519007350217,2.196112848483529
64.0,4.0,8.909090909090908,0.0,0.0,10.7974330253237,106.689039769744,18.635920863560628,20.91861042068099,,0,0,0,1,0,1,22.613441200257544,,,,9.0,2.723093506468388,3.1570004211501135
92.0,3.0,8.0,2.0,0.0,10.7578394655976,106.6800710142,28.097694428239997,20.91861042068099,89.0,1,0,0,0,0,1,83.28399184762165,12.752808988764045,0.0,87.30337078651685,11.0,3.05854787715244,2.772588722239781
68.0,4.0,6.0,2.0,2.0,10.7662841256484,106.600367402674,10.737500000137535,8.129243735301495,3007.4,0,1,0,1,0,0,9.52950535445163,75.99521181086652,0.0,24.003790649730668,9.0,11.05651827420739,2.066862759472976
41.0,3.0,5.0,2.0,2.0,10.7883461796021,106.656964763203,19.38917355371904,15.287451678785835,844.6,1,1,1,1,0,0,19.567814035088464,81.15794458915462,0.0,18.845607388112715,6.0,5.012628984185035,2.2082744135228043
140.0,5.0,18.0,2.0,2.0,10.7668210804116,106.691084901206,53.75818181811302,70.44478399803819,67.5,0,0,0,0,0,0,48.454848795299434,3.496296296296296,0.0,0.0,57.0,1.4961870646977782,4.477336814478207
55.0,4.0,9.0,2.0,1.0,10.8457500916251,106.718141226198,15.481076923082806,17.745664748897063,,1,0,1,0,0,0,13.415466643319103,,,,8.0,7.976065460588959,2.2407096892759584
244.0,3.0,4.0,2.0,0.0,10.750202531496,106.639926175869,15.298885005321504,24.57074925894742,50.7,1,0,0,0,0,0,19.0913824553039,0.0,0.0,100.0,37.0,7.272212212128806,2.772588722239781
29.0,4.0,3.0,2.0,2.0,10.7515246100484,106.701942922572,17.789285714287892,17.077921536042314,119958.53,0,1,0,0,0,0,11.094425842605832,0.0,0.0,100.0,9.0,2.7230964394560893,1.944480556245719
315.0,2.0,8.0,2.0,1.0,10.6752267811961,106.698535246931,8.13167257069548,7.904941853280308,1669.5,0,0,0,0,0,0,7.1378154551575275,77.08655286013777,10.598382749326143,12.314465408805033,13.0,11.208973545183529,2.5649493574615367
100.0,2.0,6.0,2.0,2.0,10.6845178602726,106.749871635457,8.13167257069548,9.563397308385287,,1,1,1,0,0,0,9.190783471876616,,,,4.0,11.483371448183895,2.0149030205422647
65.0,1.0,8.0,2.0,0.0,10.7456394536587,106.712825466302,17.789285714287892,13.235496101166326,256.1,0,1,0,0,0,0,14.885610116243026,10.199140960562278,0.0,89.81257321358844,2.0,3.61076566394291,1.9878743481543455
90.0,6.0,8.0,2.0,2.0,10.8033642630018,106.645110827273,19.38917355371904,16.235786822236673,183.7,1,0,1,0,0,1,22.176674208419374,0.0,0.0,100.0,28.0,6.830781455355919,2.995732273553991
80.0,5.0,10.0,2.0,2.0,10.731052018508,106.732384137993,17.789285714287892,8.631667515460695,343.8,1,1,0,0,1,0,19.623831705707644,13.062827225130889,0.0,86.9371727748691,9.0,6.054710410031339,3.0204248861443626
69.0,4.0,9.0,2.0,2.0,10.8043538241445,106.625864038705,14.870739305516691,16.856356137984616,158.3,0,1,1,0,0,0,15.906778099669278,16.47504737839545,0.0,83.53758686039167,8.0,8.80197422212141,2.3513752571634776
55.0,1.0,4.0,2.0,0.0,10.8783815083627,106.637959528538,8.826587031047127,9.876587188250411,1955.2,1,1,0,0,0,0,13.86979213658296,92.37520458265138,0.0,0.0,5.0,13.309997053580323,1.6054298910365616
67.0,3.0,5.0,2.0,0.0,10.7859258933705,106.634187743141,14.870739305516691,11.510563557927082,125.8,0,0,1,0,0,0,14.963474868376997,4.276629570747218,0.0,95.75516693163752,7.0,7.39184238419923,2.1162555148025524
68.0,3.0,6.0,2.0,0.0,10.7997759814301,106.589419412868,10.737500000137535,12.045794946779338,674.3,1,1,1,0,0,0,16.142557935824122,44.767907459587725,49.41569034554353,5.811953136586089,7.0,12.482039047586058,1.8870696490323795
56.0,4.0,8.8,2.0,2.0,10.7448485612524,106.695922697638,17.789285714287892,17.077921536042314,498563.61,1,0,0,0,0,1,48.667729384887465,95.4990898754123,0.0,4.385462468871324,7.0,3.5097498852073796,2.5952547069568657
183.0,3.0,12.0,2.0,0.0,10.7695587554665,106.782312714482,38.64743434299875,15.77537182602177,,0,1,0,0,1,0,23.489539873883466,,,,7.0,8.900156768503296,3.1441522786722644
24.0,5.0,10.0,2.0,0.0,10.7760342939758,106.662985884237,24.737276401817315,15.61262583785773,23690.0,1,1,1,1,0,0,14.606022320017669,43.63520472773321,0.5983115238497256,0.0,9.0,4.163361759029345,2.4849066497880004
329.0,4.0,23.7,1.0,2.0,10.7718152017112,106.656448295522,15.05787481873062,15.922894100217071,332.1,0,0,0,0,0,1,47.672828285055694,18.337850045167116,0.0,81.67720566094549,10.0,4.899668106440115,4.48863636973214
89.0,4.0,7.0,2.0,1.0,10.8428504646876,106.711042182462,15.481076923082806,14.38454090192419,,0,0,1,0,0,0,15.035358342303551,,,,8.0,7.5123303378769775,2.4423470353692043
52.0,4.0,8.0,2.0,2.0,10.8013799777979,106.800700500145,19.05373796668013,23.448246427193133,,0,0,0,0,0,0,19.567814035088464,,,,6.0,11.239384627031836,1.8946168546677629
50.0,4.0,4.0,2.0,2.0,10.8822036434001,106.681740187713,8.826587031047127,6.914934531396147,1109.6,0,0,0,0,0,0,12.62898604041304,0.0,9.890951694304254,90.10994953136266,7.0,11.99709573399054,1.9459101490553132
125.0,2.0,7.1,0.0,0.0,10.787431732534843,106.64487987756728,19.38917355371904,14.561476341810373,2390.9,0,0,0,0,0,1,16.180749524271285,99.13379898782884,0.0,0.8678740223346856,8.0,6.271216277449898,2.5649493574615367
83.0,4.0,9.4,2.0,2.0,10.7613277078276,106.690051545918,53.75818181811302,62.50032105846313,52.4,1,0,0,0,0,1,40.64117557477194,96.7557251908397,3.16793893129771,0.0,16.0,2.029369872121428,3.169685580677429
91.0,2.0,30.0,2.0,2.0,10.7640353875986,106.656269852432,15.05787481873062,16.235786822236673,243.8,0,0,0,0,0,0,18.730358342303553,0.0,0.0,100.0,6.0,5.074577722280052,3.258096538021482
53.0,4.0,5.1,2.0,2.0,10.7919604384016,106.691277666268,53.75818181811302,34.078087611623104,1075.4,0,1,0,0,0,1,29.532983479503898,77.80546773293658,0.0,22.194532267063416,12.0,2.073826329587304,3.1780538303479458
65.0,4.0,15.0,2.0,2.0,10.7959024744744,106.671021943442,18.635920863560628,14.561476341810373,1138.5,0,0,1,1,0,0,16.714507886233676,38.827404479578384,0.1282389108476065,61.04699165568731,11.0,3.96127823739154,2.995732273553991
86.0,2.0,5.0,2.0,1.0,10.8483840483061,106.642411591975,11.098013468192365,15.61262583785773,84.5,0,1,0,0,0,0,8.665137443269591,55.242603550295854,0.0,44.73372781065088,8.0,10.289330344115664,2.1162555148025524
240.0,3.0,20.0,2.0,2.0,10.7426045663659,106.713406881392,17.789285714287892,27.589438231163943,161.5,0,0,0,0,0,0,23.637757571510605,13.752321981424148,0.0,86.26006191950465,12.0,3.949276637302943,4.075841090657541
62.0,7.0,22.0,2.0,1.0,10.8128979177228,106.70906620811,18.827244701348747,20.46434153466637,366.4,0,0,0,0,0,1,13.415466643319103,9.88264192139738,0.0,90.12008733624457,9.0,4.194114114923464,2.6100697927420065
330.0,2.0,45.0,2.0,0.0,10.8024549173438,106.641742920529,19.38917355371904,16.235786822236673,1401.9,0,0,0,0,0,0,33.110887385302135,99.85804978957128,0.0,0.1390969398673229,14.0,7.119655159106587,4.430816798843313
50.0,2.0,6.0,2.0,2.0,10.7826524129203,106.647731896905,19.38917355371904,14.561476341810373,53.0,1,0,0,0,0,1,14.587423540953107,0.0,0.0,99.94339622641508,8.0,5.8762950087829235,2.26176309847379
213.0,1.0,13.8,0.0,0.0,10.7957114667206,106.64093114601,19.38917355371904,15.61262583785773,434.9,0,0,0,0,0,1,22.063607202945065,85.21269257300528,0.0,14.782708668659463,10.0,6.9281193469046105,3.5263605246161616
77.0,4.0,8.0,2.0,0.0,10.7606248916707,106.691677006126,53.75818181811302,30.106416814172956,24.7,1,0,0,0,0,1,40.64117557477194,0.0,0.0,99.87854251012148,10.0,1.995591620746332,2.833213344056216
54.0,5.0,16.0,2.0,0.0,10.760201396191,106.666578562579,24.737276401817315,15.14978969354972,66.0,0,0,0,0,0,0,20.052177147383972,0.0,0.0,100.0,17.0,4.160125579176164,3.1780538303479458
78.0,3.0,5.0,2.0,2.0,10.7882357271985,106.62994972047,14.870739305516691,11.510563557927082,85.3,1,1,1,1,0,0,16.794158118431127,2.5556858147713952,0.0,97.47948417350528,6.0,7.890067922118985,2.0149030205422647
90.0,4.0,8.0,2.0,2.0,10.8588749366556,106.777894988391,15.481076923082806,14.67142827811316,,0,0,0,1,0,0,17.973134382196964,,,,9.0,12.460775788705863,2.4849066497880004
103.0,5.0,8.5,2.0,2.0,10.8590406866448,106.756435906335,15.481076923082806,13.060348428976727,,0,0,0,0,0,1,10.480779708121418,,,,14.0,11.03575796931234,2.70805020110221
51.0,4.0,10.5,2.0,0.0,10.810492698587,106.713565422649,18.827244701348747,20.46434153466637,46.9,1,1,0,0,0,1,20.237480453892054,0.0,0.0,100.0,14.0,4.069922447356993,2.2512917986064953
52.0,5.0,5.0,2.0,2.0,10.7997329087674,106.641443999945,19.38917355371904,15.61262583785773,584.6,1,0,0,1,0,0,15.596172217255614,21.151214505644887,0.1539514197742046,78.69141293191926,11.0,7.030307005811153,2.388762789235098
42.0,6.0,7.0,2.0,2.0,10.8519039139643,106.65876176697,11.098013468192365,9.25547857079342,2847.3,0,0,0,0,0,1,8.67950288495155,16.356548308924243,83.50928950233555,0.13416218874021,8.0,9.62387453979998,2.388762789235098
100.0,2.0,4.0,2.0,1.0,10.7928358139577,106.711765792345,18.827244701348747,20.336156298203065,11269.1,1,0,0,0,0,0,15.452246123832028,2.478902485557853,32.43142753192358,0.0,6.0,2.2049728405939772,2.3504224224082058
28.0,2.0,5.0,2.0,2.0,10.7614418343734,106.662163519552,24.737276401817315,15.287451678785835,15189.0,0,1,0,1,1,0,14.26981617078,75.56745012838238,4.395220225162947,20.036342089670153,4.0,4.550933788708804,1.897619859927532
73.0,4.0,6.0,2.0,2.0,10.8104877110585,106.713742699848,18.827244701348747,20.46434153466637,640.1,1,0,1,0,0,0,20.237480453892054,0.0,99.99531323230744,0.0,8.0,4.075919490942896,2.631888840136646
55.0,2.0,9.2,2.0,2.0,10.7588721251256,106.677588592348,28.097694428239997,15.13057065447157,2654.4,1,1,0,1,0,1,14.352042394380264,95.85443037974684,0.0,4.143685955394815,9.0,3.197422778788278,2.624668592163159
82.0,5.0,12.0,2.0,2.0,10.7847851405637,106.668516430205,54.466025226590574,16.92478578683119,1215.0,0,0,0,0,1,0,13.91218407896223,65.45925925925926,0.0,34.553086419753086,9.0,3.690806652141839,3.0204248861443626
143.0,3.0,6.0,2.0,2.0,10.8010886541428,106.683889686156,18.635920863560628,15.13057065447157,3108.0,1,0,0,0,0,0,14.80404288147512,79.04375804375803,10.795045045045043,10.16055341055341,17.0,3.3640045970791483,3.1780538303479458
160.0,5.0,40.0,2.0,2.0,10.8016685176263,106.649655194413,19.38917355371904,20.454141463799196,1498.2,0,1,0,0,0,0,33.110887385302135,99.83446802830062,0.0,0.0,15.0,6.302609349172836,3.970291913552122
17.0,2.0,6.1,1.0,1.0,10.8655144033803,106.614482632025,8.826587031047127,9.876587188250411,,0,0,0,0,0,1,21.64738543451036,,,,3.0,13.731995084998784,2.6844403354630764
64.0,4.0,8.909090909090908,2.0,0.0,10.7393184898627,106.678211176639,9.678900518707806,18.09242242658114,84.3,0,1,1,1,0,1,15.97235834230355,0.7236061684460261,0.0,99.30011862396204,9.0,4.7841979568383115,2.6461747973841225
296.0,1.0,24.0,2.0,0.0,10.8137751996357,106.689782062311,18.827244701348747,15.14978969354972,916.7,0,0,0,0,0,1,16.622030583543015,96.53867132104288,0.0,3.462419548380059,38.0,4.378550622258295,3.912023005428146
85.0,2.0,6.0,2.0,0.0,10.8185142658581,106.678690848455,11.098013468192365,15.13057065447157,1174.9,1,0,0,1,1,0,13.639300421824174,58.74372287003147,0.0,41.255425993701586,8.0,5.3234501447596045,2.341805806147327
72.0,6.0,12.0,2.0,0.0,10.7430477793688,106.725564512423,17.789285714287892,13.235496101166326,1688.7,0,1,0,1,0,0,16.570893393267134,92.7559661277906,0.0,7.241665186237935,27.0,4.535201660138323,2.862200880929469
412.0,3.0,16.8,2.0,0.0,10.7824937573199,106.686608984572,54.466025226590574,107.34764903250246,7909.6,0,0,0,0,0,1,92.30524932285448,99.8820420754526,0.1180843531910589,0.0,29.0,1.7398125657393295,5.707110264748875
97.0,3.0,8.166666666666666,2.0,0.0,10.7925393138791,106.668184393649,18.635920863560628,15.61262583785773,1183.8,0,0,0,0,0,1,17.291439375719904,80.82699780368307,0.0,19.17384693360365,8.0,4.038464533575531,2.833213344056216
58.0,4.0,6.0,2.0,2.0,10.7985449147451,106.606239918614,10.737500000137535,8.14797889575701,112.7,1,1,1,0,0,0,13.629808842375322,31.748003549245784,0.0,68.23425022182786,7.0,10.66051028237572,1.791759469228055
60.0,4.0,6.0,2.0,2.0,10.7759408735547,106.641183788269,14.870739305516691,22.67666625886285,471.5,1,0,1,1,0,0,22.888222964315364,59.81336161187698,0.0,40.18027571580063,7.0,6.544896014696072,2.128231705849268
93.0,2.0,10.0,2.0,2.0,10.9043765119825,106.59324651584,15.203811516710664,13.484187703872946,,0,0,0,0,0,0,13.537857299696052,,,,4.0,18.507010328554,1.5686159179138452
30.0,4.0,7.4,2.0,2.0,10.7630477440261,106.703208989456,19.389755524315007,23.84569045566588,1680.2,1,0,0,0,0,1,16.714507886233676,91.63492441376026,0.0,0.0,4.0,1.4585344461603418,1.7047480922384253
70.0,4.0,14.0,2.0,1.0,10.7375931545908,106.627207967987,15.298885005321504,14.561476341810373,3380.0,0,1,0,0,1,0,18.62326922379673,96.6346153846154,0.5757396449704143,2.7884615384615388,7.0,9.13215663590134,2.6946271807700692
105.0,4.0,14.0,2.0,2.0,10.8448071089136,106.718193926109,15.481076923082806,17.745664748897063,,0,1,1,1,0,0,20.344785049130863,,,,9.0,7.875506754836335,3.017982882488811
90.0,4.0,10.0,2.0,2.0,10.7016926583886,106.728657101471,17.789285714287892,17.965273189688673,5581.4,1,0,0,0,1,0,19.451955810467275,47.60221449815459,1.2125989895008424,51.18572401189666,9.0,8.793971294886815,2.990719731730447
62.0,3.0,5.0,2.0,2.0,10.8301251454521,106.637980569729,19.38917355371904,20.454141463799196,159.5,1,1,0,0,0,0,11.722869110831382,28.38871473354232,0.0,71.63009404388715,9.0,9.151570577448922,2.157559320943788
176.0,4.0,10.9,2.0,0.0,10.7762318052996,106.640964637159,14.870739305516691,22.67666625886285,436.8,0,0,0,0,0,1,22.888222964315364,74.0819597069597,0.0,25.920329670329668,12.0,6.568878880287883,3.3141860046725258
74.0,3.0,8.0,2.0,2.0,10.6928494726684,106.740967719247,8.13167257069548,7.42361482511043,272.2,1,0,0,0,0,0,8.354716452845052,50.13592946362968,0.0,49.87509184423218,9.0,10.220443923309718,2.26176309847379
47.0,1.0,5.2,0.0,0.0,10.843438516308696,106.84263468592434,19.05373796668013,27.340928682292574,,0,0,0,0,0,1,15.26541198547332,,,,5.0,17.181471272531724,2.0149030205422647
51.0,2.0,5.0,2.0,1.0,10.852342057041,106.784976408516,19.05373796668013,17.683832649285492,,0,0,0,0,0,0,14.705019563293629,,,,7.0,12.48937308423648,1.9242486522741336
157.0,4.0,22.0,2.0,2.0,10.79975871696,106.792263145233,19.05373796668013,23.448246427193133,,0,0,0,0,0,1,21.192597687525694,,,,9.0,10.30221949275596,3.703768066607687
74.0,5.0,7.470000000000001,0.0,0.0,10.7936230690211,106.642262593944,19.38917355371904,15.61262583785773,1398.8,0,0,0,0,0,1,17.287906197716687,98.50586216757222,0.0,1.4912782384901344,10.0,6.718970511437796,3.1780538303479458
202.0,4.0,9.833333333333332,2.0,0.0,10.8105143070381,106.727141846225,38.64743434299875,67.34407750317621,,1,1,1,1,1,1,27.607211290678297,,,,12.0,4.777025780956986,3.6635616461296463
47.0,4.0,6.0,2.0,2.0,10.8071527640791,106.695281386003,18.827244701348747,15.287451678785835,140.8,0,0,0,0,0,0,13.47861107122788,1.3849431818181817,0.0,98.60795454545452,12.0,3.5218508046162844,2.272125885509337
32.0,4.0,4.0,2.0,2.0,10.801772872258,106.687562951009,18.635920863560628,15.287451678785835,33.3,1,1,1,1,0,0,13.93432061260594,50.48048048048048,0.0,49.579579579579594,8.0,3.2247898045170076,2.1162555148025524
112.0,7.0,10.0,0.0,0.0,10.8486853841925,106.666861138494,11.098013468192365,9.25547857079342,625.7,0,0,0,0,0,0,12.24568480724662,87.60588141281764,0.0,12.395716797187148,11.0,8.905464174185022,2.760009940032921
72.0,3.0,6.0,2.0,0.0,10.8068802222337,106.680406125262,18.635920863560628,18.09242242658114,521.3,0,0,0,0,0,0,19.567814035088464,77.6635334740073,0.0,22.334548244772687,9.0,4.110923168937316,2.8791984572980396
296.0,3.0,20.0,2.0,0.0,10.8062602349875,106.789903651599,19.05373796668013,23.448246427193133,,0,0,0,0,0,0,19.567814035088464,,,,38.0,10.2669262610894,3.6635616461296463
40.0,3.0,3.0,2.0,2.0,10.731615926238,106.745199591527,17.789285714287892,8.631667515460695,1059.1,0,0,0,0,0,0,8.354716452845052,96.51307714096876,3.484090265319611,0.0,7.0,6.896785380585052,2.0541237336955462
50.0,2.0,3.0,2.0,2.0,10.7264727887215,106.734024771402,17.789285714287892,8.631667515460695,255.0,0,0,0,0,0,0,8.354716452845052,9.058823529411764,0.0,90.92549019607844,6.0,6.577686511849361,1.7561322915849038
60.0,5.0,8.0,2.0,2.0,10.7696995224418,106.613264950327,10.737500000137535,7.657431272695933,2795.7,0,1,1,1,0,0,9.52950535445163,66.32113603033231,0.0,33.67743320098723,12.0,9.62022431709882,2.1400661634962708
