Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Duong,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Khoảng giá
42.0,3.0,4.0,2.0,0.0,10.8498567532283,106.650839638439,11.098013468192365,24.57074925894742,4169.7,1,1,0,0,1,0,8.67950288495155,1.426241696045279,0.0,6.610787346811521,6.0,9.878226887147353,1.8718021769015911
52.0,5.0,5.5,2.0,2.0,10.8147877395181,106.689518938285,11.098013468192365,18.832267611843733,1167.4,1,0,0,0,0,1,16.622030583543015,99.69933184855236,0.0,0.2963851293472674,11.0,4.494675086422411,2.517696472610991
64.0,1.0,8.0,2.0,0.0,10.7567493595893,106.586015503173,10.737500000137535,10.512328309478454,2068.1,1,1,1,0,0,0,8.919791838090877,0.0,55.96247763647793,44.03752236352207,4.0,12.752487392576844,2.0541237336955462
49.0,2.0,3.0,2.0,1.0,10.7577766648086,106.614505816787,10.737500000137535,7.657431272695933,4477.4,1,1,1,0,0,0,8.919791838090877,27.015678742127125,0.0,56.29405458525037,4.0,9.673925367067849,1.6193882432872684
77.0,3.0,20.0,2.0,2.0,10.7978780065197,106.704989690601,18.827244701348747,14.822692208439314,3425.9,0,1,0,0,0,1,19.765923501006156,64.69774365860066,33.41837181470563,1.883300738492075,8.0,2.469546199776827,2.6026896854443837
52.0,3.0,12.0,2.0,2.0,10.878820178654,106.669149645578,8.826587031047127,8.620583204738967,1093.7,1,0,0,0,0,0,13.638812162429074,0.0,0.0,100.0,7.0,11.953734425668046,1.7884205679625405
64.0,4.0,7.0,2.0,2.0,10.6929017446905,106.740771917791,8.13167257069548,7.42361482511043,1136.2,0,1,1,0,0,0,8.354716452845052,89.45696180249956,0.0,10.54215807076219,7.0,10.206083563669464,2.038619547159581
62.0,4.0,12.0,2.0,0.0,10.7515112562729,106.721766372861,17.789285714287892,14.156201430091995,35289.4,0,0,0,0,0,0,19.567814035088464,,,,9.0,3.537153496245943,2.7013612129514133
47.0,2.0,4.6,2.0,3.0,10.7476820462881,106.715498663462,17.789285714287892,10.925483780294378,19893.5,1,1,1,1,0,1,17.005840922328282,12.491567597456458,87.50858320556965,0.0,6.0,3.5198056811724183,1.8702625307159984
83.0,3.0,12.0,2.0,2.0,10.7660543548917,106.785945868431,38.64743434299875,15.77537182602177,,1,1,1,0,0,0,16.16980960388318,,,,9.0,9.333959569454864,2.3513752571634776
84.0,4.0,12.0,2.0,0.0,10.7553814112762,106.611017195262,10.737500000137535,19.33771441176799,,0,1,1,0,0,0,16.45292605953619,,,,11.0,10.104000416765857,2.468099531471619
124.0,4.0,15.0,2.0,1.0,10.7902258820014,106.69224936837,53.75818181811302,34.078087611623104,278.7,0,0,0,0,0,1,29.858974972234577,11.352709006099747,0.0,88.64729099390026,11.0,1.853881414410207,4.110873864173311
200.0,7.0,32.0,2.0,2.0,10.7785535043997,106.63517821875,14.870739305516691,15.947519420410991,1854.2,0,0,0,0,0,0,37.436049001394586,41.931291122856216,0.0,58.068708877143784,24.0,7.206470128436665,4.07753744390572
35.0,4.0,3.0,2.0,0.0,10.755577998662,106.707538117376,19.389755524315007,15.922894100217071,479.4,1,0,1,0,0,1,16.899761416883948,22.342511472674175,42.392574050896954,0.0,9.0,2.377235270168621,1.9740810260220096
126.0,3.0,7.0,2.0,0.0,10.7744778193347,106.697791287479,53.75818181811302,87.57837901678283,3438.2,0,0,0,0,0,1,37.98493433634561,82.24943284276657,0.0,0.0,11.0,0.3990947416262693,4.382026634673881
67.0,4.0,4.0,2.0,2.0,10.7842932049288,106.65109550811,19.38917355371904,23.84569045566588,202.7,0,0,1,0,0,0,8.437432748989561,13.147508633448446,0.0,86.8771583621115,8.0,5.539416036777573,2.2700619012884857
110.0,4.0,6.0,2.0,0.0,10.7911369136778,106.699157719005,53.75818181811302,50.41080558760097,14194.5,0,0,0,0,0,1,18.590661438474346,72.44073408714642,8.731621402655957,0.0,9.0,1.6964663862269922,3.1780538303479458
75.0,3.0,6.0,2.0,0.0,10.7511319877024,106.722426977394,17.789285714287892,14.156201430091995,,1,0,0,0,0,0,22.891154767607695,,,,10.0,3.615791726068432,2.624668592163159
28.0,5.0,3.0,2.0,0.0,10.8034550377448,106.67816288595,18.635920863560628,24.57074925894742,511.4,0,0,0,1,1,0,14.623028881826322,90.1896754008604,0.0,9.810324599139618,9.0,3.949302410498835,2.0476928433652555
45.0,3.0,5.0,2.0,2.0,10.8027581238885,106.677848998743,18.635920863560628,24.57074925894742,150.1,1,0,0,0,0,0,15.001775041863944,73.53764157228514,0.0,26.469020652898067,8.0,3.9118833219031046,2.127040520479115
55.0,4.0,7.1066666666666665,2.0,1.0,10.7489093647944,106.639426135034,15.298885005321504,16.92478578683119,3383.4,0,1,1,1,0,1,15.072348751891049,64.6651297511379,23.45362652952651,11.880948158656974,7.0,7.379968577180583,2.0149030205422647
55.0,3.0,3.0,2.0,2.0,10.8107506204282,106.66638442458,19.38917355371904,20.91861042068099,151.5,0,1,0,0,0,0,35.04754431090973,5.174917491749175,0.0,94.81848184818482,12.0,5.413848329400065,2.833213344056216
45.0,2.0,6.0,2.0,0.0,10.7837505428291,106.658430784394,19.38917355371904,20.32287616343902,85.4,0,0,0,0,0,0,19.567814035088464,0.0,0.0,99.98829039812644,9.0,4.739880449000013,2.0794415416798357
26.0,2.0,4.0,2.0,2.0,10.8433914418244,106.634273035642,8.826587031047127,13.172074499147165,4426.6,0,1,1,0,0,0,14.117488678620138,32.20417476166809,67.73234536664707,0.0,4.0,10.46081725815473,1.3480731482996928
72.0,5.0,8.0,2.0,2.0,10.7649001972514,106.616045698358,10.737500000137535,7.657431272695933,764.5,0,1,0,0,0,0,19.567814035088464,47.42838456507521,0.0,52.57684761281883,9.0,9.372620822534596,2.138889000323256
47.0,3.0,3.0,2.0,0.0,10.7671453867423,106.700395992461,53.75818181811302,42.373601917629216,45.7,1,1,0,1,0,1,46.070615442817655,0.0,0.0,0.0,8.0,0.987586807794622,2.379546134130174
174.0,2.0,12.0,2.0,0.0,10.8468403238531,106.762917264514,15.481076923082806,28.152792612928017,,0,1,0,0,0,0,16.76183131026826,,,,6.0,10.374712766284627,3.1780538303479458
119.0,5.0,25.45,2.0,0.0,10.7715803110695,106.670687119773,24.737276401817315,20.454141463799196,4450.0,1,1,0,0,0,1,24.53883164083628,56.812359550561794,43.18067415730337,0.0,12.0,3.358300565479553,3.6082115510464816
50.0,2.0,30.0,2.0,2.0,10.7938976400364,106.705517428899,18.827244701348747,14.822692208439314,51.9,1,1,1,1,1,0,13.2215095557145,91.77263969171484,0.0,8.150289017341041,7.0,2.047786500432825,2.0149030205422647
32.0,3.0,5.0,2.0,0.0,10.7942280703629,106.669235036644,18.635920863560628,16.235786822236673,31.5,0,0,0,0,0,1,17.291439375719904,54.19047619047619,0.0,45.68253968253968,6.0,4.027780240513852,2.0149030205422647
85.0,3.0,4.0,2.0,0.0,10.8572609072409,106.626540089708,8.826587031047127,11.406557156906402,,0,1,1,1,0,0,25.79179368164988,,,,8.0,12.163895163424243,1.5040773967762742
85.0,3.0,12.0,0.0,0.0,10.7363452911377,106.739738464355,17.789285714287892,8.631667515460695,7988.5,0,0,0,0,0,0,17.687042760782376,37.74738686862364,58.66858609250798,3.5841522188145456,8.0,6.104010988244135,2.631888840136646
160.0,3.0,16.0,2.0,0.0,10.7503688891128,106.613695513245,10.737500000137535,19.33771441176799,,0,0,1,1,0,1,14.985197635798666,,,,9.0,9.9642469650561,3.1354942159291497
59.0,2.0,4.0,2.0,2.0,10.8084228703447,106.688628652314,19.38917355371904,16.235786822236673,79.3,0,0,0,0,0,1,25.718778500534484,0.0,0.0,100.0,8.0,3.854029183404261,2.8791984572980396
72.0,4.0,6.0,2.0,1.0,10.8580416473375,106.768435051151,15.481076923082806,14.67142827811316,,0,0,0,0,0,0,17.525390443086415,,,,11.0,11.717828223888873,2.2300144001592104
48.0,3.0,5.666666666666666,2.0,2.0,10.6929620025651,106.740788377389,8.13167257069548,7.42361482511043,3078.9,0,1,0,0,0,1,8.354716452845052,90.07047971678196,0.0,9.929195491896458,7.0,10.200781786894868,1.7833912195575383
85.0,5.0,20.0,2.0,2.0,10.7939421459031,106.66277018215,19.38917355371904,15.13057065447157,5218.0,1,1,1,0,1,0,15.35554841468054,7.705634342660023,92.29455730164815,0.0,20.0,4.63784425460472,3.1780538303479458
71.0,5.0,10.0,2.0,2.0,10.7790108232049,106.667704453943,24.737276401817315,15.922894100217071,85.0,0,1,0,0,0,0,14.606022320017669,0.0,0.0,100.0,14.0,3.6632438303915498,2.862200880929469
471.0,7.0,20.0,2.0,0.0,10.797065486164,106.672742250809,18.635920863560628,23.84569045566588,496.1,0,0,0,0,0,1,70.50764806476985,58.9054626083451,5.194517234428543,35.90405160249949,13.0,3.883474874147586,5.968707559985366
100.0,4.0,13.25,2.0,0.0,10.845292440726686,106.7183188792019,15.481076923082806,17.745664748897063,,1,0,0,0,0,1,19.567814035088464,,,,9.0,7.931169827141948,3.091042453358316
95.0,4.0,6.0,2.0,0.0,10.8159449208433,106.68842678257,11.098013468192365,18.832267611843733,65.9,0,1,0,0,0,0,19.567814035088464,30.500758725341427,69.55993930197269,0.0,10.0,4.652377625494019,2.322387720290225
240.0,3.0,7.0,2.0,0.0,10.8174379081475,106.588339415401,10.737500000137535,12.045794946779338,5417.5,0,1,0,0,1,0,14.469855889854143,71.64356252884173,14.964097831102908,13.24614674665436,7.0,13.150121289006911,2.5649493574615367
45.0,4.0,13.333333333333332,2.0,2.0,10.7849154917862,106.669028546451,54.466025226590574,16.92478578683119,1272.4,1,0,0,0,0,1,13.91218407896223,13.51618987739704,86.48145237346746,0.0,8.0,3.640811206885214,2.3513752571634776
27.0,2.0,5.0,2.0,2.0,10.7479184212593,106.716197600085,17.789285714287892,10.925483780294378,59.7,1,1,1,0,0,0,17.005840922328282,20.83752093802345,0.0,79.09547738693466,4.0,3.5313185960889646,1.33500106673234
73.0,3.0,8.0,2.0,2.0,10.6931750253894,106.740978757365,8.13167257069548,7.42361482511043,216.8,1,1,1,0,1,0,8.354716452845052,6.559040590405904,0.0,93.44557195571956,9.0,10.188222084461216,2.26176309847379
55.0,3.0,6.0,2.0,1.0,10.7968692476931,106.636002861412,14.870739305516691,13.074550140838834,237.3,0,1,1,1,1,1,15.306988073124952,5.2507374631268435,0.0,94.74083438685209,8.0,7.479659717818537,2.122261538862764
60.0,2.0,4.0,2.0,0.0,10.7806829832627,106.649862487041,19.38917355371904,14.561476341810373,56.5,0,1,0,1,0,0,8.437432748989561,48.70796460176991,0.0,51.29203539823008,4.0,5.621010494105885,2.066862759472976
140.0,5.0,12.0,1.0,0.0,10.7665326348901,106.691172941916,53.75818181811302,70.44478399803819,1325.8,0,0,0,0,0,0,48.454848795299434,74.49011917332932,0.0,0.0,51.0,1.5113330136174978,4.454347296253507
110.0,4.0,6.0,2.0,2.0,10.8100205807659,106.734039477673,38.64743434299875,67.34407750317621,,0,0,1,0,0,1,16.142557935824122,,,,9.0,5.220671319808887,3.4404180948154366
46.0,2.0,4.0,2.0,0.0,10.7657683790877,106.645098282561,15.05787481873062,15.61262583785773,3191.2,1,0,0,0,0,0,14.594548853140925,93.48489596390073,0.0,6.5135372273752825,6.0,6.2222947344319675,2.128231705849268
117.0,5.0,5.0,2.0,2.0,10.8688367305673,106.608127727468,15.203811516710664,40.383174382094765,3588.3,0,0,0,0,0,0,21.64738543451036,0.0,47.07242984142909,52.926455424574314,17.0,14.48001883308042,2.63834278867739
15.0,2.0,3.0,2.0,2.0,10.7647430030796,106.619200322172,10.737500000137535,7.657431272695933,52.9,0,1,1,0,0,0,11.14510132499315,19.319470699432895,0.0,80.62381852551985,4.0,9.03354470562912,1.1474024528375415
124.0,5.0,8.0,2.0,2.0,10.8058928377042,106.668181854999,19.38917355371904,20.91861042068099,5853.3,0,0,0,0,0,0,26.68304173044499,87.84087608699366,0.1038730288896861,2.172108041617549,12.0,4.896620759509006,3.1986731175506815
52.0,2.0,4.5,1.0,0.0,10.8186121617152,106.678381870268,11.098013468192365,15.13057065447157,394.7,0,0,0,1,0,1,13.639300421824174,1.0488978971370662,0.0,98.95110210286296,5.0,5.348692117622529,2.0149030205422647
204.0,3.0,20.0,2.0,2.0,10.8068756852924,106.788265637579,19.05373796668013,23.448246427193133,,0,0,0,0,0,0,20.970560494556636,,,,10.0,10.121059757906014,3.4333418349887226
122.0,4.0,45.0,1.0,1.0,10.7706041626054,106.714800478552,38.64743434299875,94.8406144628286,,0,0,0,0,0,0,54.49513806314401,,,,14.0,1.6123638088988883,4.663439094112067
120.0,4.0,18.0,2.0,1.0,10.6512765500091,106.729983105974,8.13167257069548,10.586763250887005,3900.8,1,1,1,0,0,0,10.586763250887005,,,,11.0,14.223105651660807,2.0794415416798357
100.0,3.0,8.0,2.0,2.0,10.766653990181,106.59997649827,10.737500000137535,8.129243735301495,1384.4,0,0,0,0,0,0,9.52950535445163,48.6275642877781,0.0,51.37532505056341,8.0,11.095081018404375,2.1838015570040787
235.0,4.0,13.88,2.0,0.0,10.7910436724383,106.68553691325,54.466025226590574,107.34764903250246,616.8,0,0,0,0,0,1,20.244893372849972,48.6284046692607,0.0,0.0,6.0,2.3849768609770514,4.143134726391533
97.0,3.0,7.7333333333333325,2.0,1.0,10.845809933261,106.718075540238,15.481076923082806,17.745664748897063,,0,0,0,0,0,1,13.415466643319103,,,,6.0,7.980866178179233,2.5649493574615367
160.0,4.0,9.3,2.0,0.0,10.8195585122828,106.702928131138,18.827244701348747,16.235786822236673,1911.6,1,0,1,0,0,1,13.47861107122788,95.7951454279138,0.0,4.203285206110065,56.0,4.847599874917715,3.1570004211501135
45.0,3.0,5.9,2.0,0.0,10.7492507270565,106.710161425684,17.789285714287892,10.925483780294378,23439.5,1,0,0,0,0,1,17.005840922328282,13.199513641502593,33.15002453124,53.65037650120523,6.0,3.1347696076916134,1.7387102481382395
100.0,4.0,10.0,1.0,0.0,10.7761566864135,106.672124233915,24.737276401817315,20.454141463799196,155.0,1,0,0,0,0,0,18.978995983096016,23.283870967741937,0.0,76.96774193548387,9.0,3.1651881880495174,2.862200880929469
74.0,3.0,7.0,2.0,2.0,10.8060289797342,106.60518846232,10.737500000137535,8.14797889575701,1707.6,1,1,1,0,0,0,14.095776999993811,88.66245022253456,0.0,11.336378542984308,8.0,10.995541898898866,2.2460147415056513
223.0,3.0,17.2,1.0,0.0,10.7730152091755,106.676455614134,24.737276401817315,20.454141463799196,1516.0,0,0,0,0,0,1,37.24377220037603,95.26187335092348,0.0,4.753298153034301,10.0,2.712402163269439,4.700480365792417
51.0,3.0,6.0,2.0,0.0,10.8824259124911,106.681536592013,8.826587031047127,6.914934531396147,990.0,0,0,0,0,0,1,12.62898604041304,0.0,10.529292929292929,89.46969696969697,7.0,12.02535553102634,1.9387416595767009
49.0,2.0,3.0,2.0,0.0,10.7936498581107,106.705748752936,18.827244701348747,14.822692208439314,24.3,0,0,0,0,0,0,13.2215095557145,0.0,0.0,99.91769547325104,7.0,2.0272018524066535,2.0215475632609334
33.0,3.0,12.0,2.0,0.0,10.7664024154093,106.642535408317,15.05787481873062,15.13057065447157,916.5,0,1,0,0,1,0,8.437432748989561,0.0,98.4342607746863,1.562465902891435,6.0,6.485755319744165,1.7833912195575383
202.0,2.0,12.0,2.0,1.0,10.7036191460786,106.703431517253,8.13167257069548,11.940038407105884,4800.1,0,0,0,0,0,0,7.1378154551575275,18.2681610799775,0.0,0.0,5.0,8.052413234797406,2.8903717578961645
77.0,4.0,7.0,2.0,2.0,10.7677770370564,106.595382277741,10.737500000137535,8.129243735301495,5628.0,1,0,0,0,0,0,9.52950535445163,11.223880597014926,0.0,88.77576403695807,8.0,11.584276882840276,2.1633230256605382
114.0,5.0,40.0,2.0,1.0,10.8043848723804,106.798438977988,38.64743434299875,48.14671026164544,,0,0,1,1,1,0,20.970560494556636,,,,11.0,11.090819973887188,3.883623530906448
48.0,2.0,4.966666666666667,2.0,0.0,10.7748090801389,106.698015685009,53.75818181811302,87.57837901678283,3438.2,0,1,0,0,1,1,37.98493433634561,82.24943284276657,0.0,0.0,7.0,0.3620034925741872,2.803360380906535
102.0,2.0,4.0,2.0,2.0,10.7519331611334,106.701562117478,17.789285714287892,17.077921536042314,83205.49,0,1,1,0,0,0,11.094425842605832,0.0,0.0,0.0,6.0,2.676586465827471,2.4849066497880004
84.0,4.0,6.0,2.0,0.0,10.8485336202492,106.648402236134,11.098013468192365,15.61262583785773,1315.3,1,1,1,0,0,0,8.67950288495155,6.7376263970196915,0.0,93.10423477533642,11.0,9.908493583360242,2.33214389523559
72.0,6.0,7.2,2.0,0.0,10.7694820474362,106.690485306064,53.75818181811302,87.57837901678283,611.7,1,0,0,0,0,1,83.28399184762165,1.9061631518718325,0.0,0.0,9.0,1.367376812310365,3.1780538303479458
60.0,3.0,3.0,1.0,3.0,10.6915753569928,106.736324761722,8.13167257069548,7.42361482511043,3116.6,1,1,1,1,0,0,19.567814035088464,14.446512224860426,85.55316691266124,0.0,6.0,10.145745956067174,1.916922612182061
64.0,3.0,5.0,2.0,0.0,10.8415610282798,106.725760798251,15.481076923082806,14.38454090192419,,1,1,1,0,0,0,19.567814035088464,,,,5.0,7.771734413690694,2.0014800002101243
217.0,5.0,15.2,0.0,0.0,10.7963236939692,106.648242794679,19.38917355371904,20.454141463799196,84.3,0,0,0,0,0,1,26.001961931128108,0.0,0.0,100.0,44.0,6.200138497635103,3.5553480614894135
105.0,3.0,5.0,2.0,2.0,10.7826603103646,106.648090570099,19.38917355371904,14.561476341810373,50.9,1,0,0,0,0,0,19.567814035088464,21.8860510805501,0.0,78.11394891944991,9.0,5.837541113972827,2.856470206220483
33.0,3.0,7.0,2.0,2.0,10.7385032938353,106.636991923133,15.298885005321504,15.287451678785835,105843.5,0,0,0,0,0,0,14.77197400094224,16.008248026567525,83.99173307760988,0.0,5.0,8.150422084858814,1.6486586255873816
77.0,1.0,8.4,2.0,0.0,10.7266093311904,106.733563377514,17.789285714287892,8.631667515460695,1889.4,1,0,0,0,0,1,8.354716452845052,70.85000529268551,0.0,29.14999470731449,8.0,6.537500230681985,1.8562979903656265
97.0,7.0,8.0,2.0,0.0,10.7896797426634,106.693368735116,53.75818181811302,50.41080558760097,364.7,0,0,0,0,0,0,34.869605712477124,23.556347683027145,76.44913627639156,0.0,22.0,1.7398210942399084,3.367295829986474
54.0,4.0,8.0,2.0,2.0,10.8058189077866,106.690461302875,18.827244701348747,15.287451678785835,64.6,0,0,0,0,0,0,25.718778500534484,21.439628482972136,0.0,78.49845201238391,9.0,3.51344601510655,2.468099531471619
63.0,3.0,6.0,2.0,2.0,10.8196069277096,106.702971380125,18.827244701348747,16.235786822236673,1282.0,1,1,1,1,0,1,13.47861107122788,51.07098283931357,0.0,48.93135725429017,7.0,4.853175524668036,2.128231705849268
69.0,2.0,5.266666666666667,2.0,0.0,10.8770416790451,106.64173522824,8.826587031047127,9.876587188250411,2211.4,1,1,1,0,0,1,14.042854202479177,87.7887311205571,0.0,12.088722076512614,4.0,12.971856795984182,1.6486586255873816
48.0,4.0,4.0,2.0,0.0,10.7418649890129,106.638651666497,15.298885005321504,23.84569045566588,38.0,1,1,1,0,0,1,14.925741350231782,86.02631578947367,0.0,13.868421052631575,9.0,7.806716733025092,2.0014800002101243
83.0,5.0,30.0,2.0,1.0,10.6781198380155,106.753036761951,8.13167257069548,9.563397308385287,437.0,1,1,1,0,1,0,8.354716452845052,44.28146453089244,0.0,55.70938215102974,9.0,12.274077235121728,2.549445170925571
45.0,5.0,13.0,2.0,0.0,10.7510958854186,106.636147921726,15.298885005321504,20.454141463799196,794.7,0,0,1,0,1,0,18.40784785066843,0.0,7.702277589027305,92.29394740153516,9.0,7.616523964167639,2.2407096892759584
60.0,5.0,6.0,2.0,0.0,10.7874514603286,106.686144452204,54.466025226590574,107.34764903250246,238.2,1,0,0,0,0,0,139.4228644167641,29.26532325776658,0.0,70.73887489504618,8.0,2.0712639335443725,2.631888840136646
84.0,2.0,6.2,2.0,0.0,10.8078723292958,106.703955818364,18.827244701348747,13.989509170186878,913.1,1,1,1,1,0,1,13.31094578383581,11.745701456576498,88.2542985434235,0.0,14.0,3.5577426870349647,2.39698576841553
107.0,2.0,12.0,2.0,1.0,10.7346146167712,106.668105876247,9.678900518707806,15.14978969354972,49189.1,1,1,1,1,1,0,16.54835834230355,19.443779211248017,3.727695769997825,76.82856567816853,5.0,5.845354515041085,1.9878743481543455
30.0,3.0,23.166666666666664,2.0,1.0,10.7629390465607,106.686994883596,53.75818181811302,62.50032105846313,133.1,0,0,0,0,0,1,83.28399184762165,18.16679188580015,0.0,81.79564237415478,9.0,2.1173690840072057,2.186051276738094
28.0,3.0,15.0,2.0,2.0,10.7936212987083,106.691317607992,53.75818181811302,34.078087611623104,106.0,0,0,1,1,0,0,32.94646314933461,0.0,0.0,99.9622641509434,6.0,2.2318200373075814,2.4423470353692043
100.0,2.0,6.0,2.0,0.0,10.8099992736085,106.689368626944,18.827244701348747,15.14978969354972,271.5,0,0,0,0,0,0,27.352816121584368,9.462246777163903,0.0,90.5340699815838,5.0,3.9918043933690384,2.6741486494265287
111.0,5.0,6.0,2.0,2.0,10.83641258603,106.636032611132,11.098013468192365,20.454141463799196,1173.3,1,1,1,0,0,0,15.728661043034954,50.902582459728976,49.101679024972306,0.0,33.0,9.779226455822643,2.975529566236472
262.0,3.0,12.0,1.0,0.0,10.7614565455385,106.690041099275,53.75818181811302,62.50032105846313,884.3,0,0,0,0,0,1,40.64117557477194,79.25590862829357,0.0,20.742960533755515,10.0,2.018553168398942,4.0943445622221
49.0,3.0,10.0,2.0,0.0,10.8208946747985,106.635785431947,19.38917355371904,15.922894100217071,996.6,0,1,1,0,0,0,16.14896434614084,81.67068031306441,0.0,18.333333333333336,5.0,8.707194987319568,2.0794415416798357
70.0,3.0,6.0,0.0,2.0,10.8420617393236,106.630447236212,8.826587031047127,13.172074499147165,99.5,1,1,0,0,0,0,12.463289942808204,36.23115577889447,0.0,63.75879396984925,9.0,10.65407836507355,2.3683728335320486
54.0,5.0,4.0,2.0,2.0,10.781308085322346,106.65361097512212,19.38917355371904,23.84569045566588,782.1,1,0,0,0,0,0,16.345810391923372,98.1293952180028,0.0,1.8693261731236417,10.0,5.220845097159842,2.388762789235098
76.0,4.0,10.9,2.0,3.0,10.7574517371516,106.702372457494,17.789285714287892,38.648165438144154,2878.4,0,1,0,0,1,1,26.538638411099868,41.63458866036687,0.0,58.36714841578654,10.0,2.067151360846374,3.091042453358316
116.0,2.0,5.9,2.0,0.0,10.8069437678138,106.694969117475,18.827244701348747,15.287451678785835,994.4,1,0,1,1,0,1,13.47861107122788,86.88053097345133,0.0,13.12248592115849,4.0,3.5053515440852965,2.3513752571634776
56.0,4.0,16.0,2.0,0.0,10.8117472453734,106.606520889077,10.737500000137535,8.14797889575701,907.1,0,1,1,0,0,0,15.15269830785317,12.791312975416162,0.0,87.20537978172197,9.0,11.06897515287272,2.2925347571405443
53.0,5.0,12.0,2.0,0.0,10.7564654689728,106.681271299344,28.097694428239997,18.832267611843733,9235.4,0,0,0,0,0,0,21.13073528922559,15.04775104489248,77.08361305411786,7.868852459016394,7.0,3.0675600868705293,3.288401887516811
250.0,3.0,11.2,2.0,2.0,10.813629484417,106.775011890726,19.05373796668013,23.448246427193133,,0,0,0,0,0,1,35.63345808842926,,,,9.0,9.093075535242614,4.07753744390572
86.0,3.0,15.5,0.0,0.0,10.7409015638911,106.646725025507,9.678900518707806,15.61262583785773,3320.0,0,0,0,0,0,1,15.84875973197314,16.129518072289155,24.798795180722895,59.07289156626506,6.0,7.107359344403339,2.272125885509337
29.0,3.0,7.966666666666667,2.0,1.0,10.8302335632737,106.633155643531,19.38917355371904,15.922894100217071,22965.3,1,1,0,0,0,1,8.665137443269591,4.6712213644063,0.0577828288766094,0.274370463264142,6.0,9.56246045521606,1.8794650496471603
43.0,4.0,4.0,2.0,1.0,10.8097878681545,106.689479299179,18.827244701348747,15.14978969354972,578.3,1,1,0,0,0,0,27.352816121584368,78.48867369877227,0.0,21.507867888639115,9.0,3.9656628314794222,2.1162555148025524
120.0,5.0,12.0,2.0,2.0,10.737964994499142,106.69018898620996,16.33892897114638,20.11757322504773,9423.6,0,0,0,0,0,0,16.980975594067086,30.88023685215841,0.4564073177978692,68.66346194660214,11.0,4.394049608639594,3.091042453358316
99.0,4.0,22.8,2.0,2.0,10.7928914767681,106.619123838252,14.870739305516691,8.579371944866423,1186.0,1,1,1,0,0,1,16.731646879725748,8.12141652613828,82.22849915682968,9.647554806070827,10.0,9.149207422177014,2.4765384001174837
25.0,2.0,5.65,2.0,2.0,10.7983128331329,106.682958206428,18.635920863560628,18.832267611843733,60.0,1,0,0,0,0,1,22.33582172180278,0.0,0.0,100.0,3.0,3.1753077412454567,1.6193882432872684
70.0,3.0,6.0,2.0,1.0,10.8057941092351,106.668373884667,19.38917355371904,20.91861042068099,29027.8,1,0,0,0,0,0,26.68304173044499,3.505742770723238,5.350388248506603,0.0,6.0,4.873770816112245,2.6878474937846906
50.0,3.0,4.1,2.0,2.0,10.7934937310754,106.687536444339,53.75818181811302,34.078087611623104,65.0,0,0,1,1,0,1,17.447776998523587,0.0,0.0,100.0,10.0,2.445174093876079,2.191653532286764
80.0,4.0,6.5,2.0,2.0,10.6846924092939,106.749962080305,8.13167257069548,9.563397308385287,,0,0,0,0,0,1,9.190783471876616,,,,7.0,11.470776273561068,2.549445170925571
80.0,1.0,5.0,2.0,0.0,10.8257432919112,106.640109745884,19.38917355371904,15.922894100217071,249.0,1,1,1,1,1,0,15.32842602812998,12.008032128514056,0.0,87.99196787148594,4.0,8.658634050067048,2.191653532286764
345.0,3.0,12.0,2.0,2.0,10.8153680289192,106.591312598973,10.737500000137535,12.045794946779338,,0,0,0,0,0,0,29.130524868249005,,,,9.0,12.765757300014192,4.2626798770413155
51.0,1.0,3.0,2.0,1.0,10.7812017598643,106.759502068162,38.64743434299875,37.87994066039128,,0,0,0,0,0,0,16.92232123644109,,,,4.0,6.405608725034944,1.8229350866965048
32.0,4.0,6.0,2.0,2.0,10.7875723059612,106.604493353516,10.737500000137535,10.394745958733749,94.1,0,1,0,0,0,0,13.497979001955676,0.0,0.0,99.98937300743891,7.0,10.63070082808715,1.8164520818184269
48.0,2.0,5.0,2.0,2.0,10.8023901725496,106.590310631074,10.737500000137535,12.045794946779338,,1,1,1,1,0,0,14.456705901371908,,,,4.0,12.452146430505868,1.3609765531356006
148.0,2.0,3.0,2.0,1.0,10.8429607192359,106.642662836669,11.098013468192365,15.61262583785773,200.6,0,0,0,0,0,0,9.704490498839132,25.85244267198405,0.0,74.14257228315054,10.0,9.806943862531927,2.272125885509337
77.0,5.0,3.0,2.0,3.0,10.8070409488699,106.619491026945,14.870739305516691,16.856356137984616,1778.1,0,1,0,0,0,0,14.954253617694729,39.26325853439064,60.73786626174006,0.0,20.0,9.55893725395888,2.322387720290225
90.0,4.0,12.277777777777777,2.0,0.0,10.7554383513197,106.606132348345,10.737500000137535,19.33771441176799,8755.4,1,1,1,1,0,1,21.826500675291253,78.50743541128904,0.1488224410078351,21.343742147703132,10.0,10.62301631010314,2.995732273553991
30.0,4.0,3.0,2.0,1.0,10.7883653635417,106.669777093566,18.635920863560628,16.235786822236673,3929.9,0,0,0,0,0,1,21.678723404826332,69.41321662128807,22.245858673248684,8.340924705463244,5.0,3.687398639107297,2.0347056478384444
