Diện tích,Số tầng,Đường vào,Latitude,Longitude,Loại đường vào,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Đường_Từ_Địa_Chỉ,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Khac,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ,Khoảng giá
525.0,5.0,15.4,10.8708231728285,106.68882127147,3.0,8.826587030733174,8.427513172672999,116.9,0,0,0,0,0,1,20.25050569105691,98.13515825491874,1.8648417450812664,0.0,0.0,12.0,10.62879542760394,0.0,0.0,0.0,1.0,0.0,42.5
47.0,4.0,5.0,10.8195262479001,106.702922695663,2.0,18.827244701348747,16.235786892588425,1911.6,1,0,0,0,0,0,13.941385937429175,95.7951454279138,0.0,0.0,4.203285206110065,9.0,4.843990849884758,0.0,0.0,0.0,1.0,0.0,7.48
51.0,4.0,6.0,10.8502566186693,106.695283480353,2.0,8.826587030733174,13.645852307543556,13438.3,1,1,0,0,0,0,20.25050569105691,8.11769345824993,0.0,0.0,91.881934470878,8.0,8.281362302345032,0.0,0.0,0.0,0.0,1.0,6.09
106.0,2.0,6.0,10.7958315932753,106.640472506261,2.0,19.38917355371901,15.61262632367065,73.4,1,0,0,0,0,0,20.25050569105691,3.7602179836512257,0.0,0.0,96.18528610354224,6.0,6.979868968764318,0.0,0.0,0.0,1.0,0.0,12.8
76.0,3.0,3.0,10.8124883851142,106.685238847707,3.0,18.827244701348747,15.149860937399001,171.6,0,0,1,0,0,0,20.46129821819246,16.013986013986013,0.2331002331002331,0.0,83.74708624708626,8.0,4.411727079831099,0.0,0.0,1.0,0.0,0.0,8.5
67.0,4.0,4.0,10.797400879663606,106.64478797546484,2.0,19.38917355371901,15.61262632367065,1109.2,0,1,0,0,0,0,17.16889699849127,99.08492607284528,0.0,0.0,0.9159754778218536,8.0,6.595248081933725,0.0,1.0,0.0,1.0,0.0,9.5
108.0,1.0,12.0,10.864446644622,106.640222049905,3.0,8.826587030733174,14.549898133423875,509.3,0,1,1,0,0,0,20.25050569105691,18.272138228941685,0.0,0.0,81.72197133320242,4.0,11.871495749971569,0.0,0.0,0.0,1.0,0.0,5.1
56.0,4.0,7.0,10.8797555246746,106.660604393339,2.0,8.826587030733174,13.805666803246416,731.9,1,1,1,0,0,0,17.09291764913859,64.2779068178713,16.5391446918978,19.18294849023091,0.0,9.0,12.355767364797114,0.0,0.0,0.0,0.0,1.0,6.3
92.0,4.0,11.0,10.7146089269621,106.734114628433,3.0,17.789285714285825,18.28632481919144,50568.7,0,0,0,0,0,0,17.21642624996233,23.702942729395858,43.20648938968176,0.0,33.090666756313695,11.0,7.720596890963246,0.0,0.0,0.0,0.0,0.0,17.3
52.0,2.0,5.0,10.8653364289795,106.686387425047,2.0,8.826587030733174,8.427513172672999,9988.0,1,0,0,0,0,1,17.039664453189104,66.42000400480576,28.586804164997996,0.0,4.99299158990789,6.0,10.06288179283678,1.0,0.0,0.0,0.0,1.0,4.38
79.0,5.0,14.0,10.72962484018756,106.73554892762074,3.0,17.789285714285825,8.648767860862735,4903.8,0,0,0,0,0,0,19.567814035091047,97.59390676618132,0.0,0.0,2.4065010807944858,9.0,6.383862277988613,0.0,0.0,0.0,1.0,0.0,22.5
54.0,6.0,50.0,10.7537959213283,106.65854254479,3.0,29.82381843840417,16.924787565129154,2922.0,0,1,1,1,0,0,20.25050569105691,83.44250513347022,0.4688569472963723,0.0,16.088295687885008,13.0,5.2638481612957815,0.0,0.0,0.0,1.0,0.0,21.0
233.0,2.0,8.0,10.831878313819,106.729514213945,3.0,15.48107692307722,14.40074884671146,,0,0,0,0,0,1,20.18206125192249,,,,,6.0,6.945353780018468,0.0,0.0,0.0,0.0,1.0,38.0
60.0,2.0,20.0,10.829940602006,106.671291637918,3.0,11.098013468022373,14.561953480312356,85.2,1,1,0,0,0,0,10.107421869117639,50.0,0.0,0.0,50.023474178403745,6.0,6.824607821195052,0.0,0.0,0.0,0.0,1.0,6.6
40.0,2.0,7.0,10.7475382083863,106.685458098481,0.0,9.364834955468142,20.918551142754602,1309.7,0,0,0,0,0,1,17.700526196299407,82.73421394212414,0.0,0.0,17.268076658776817,5.0,3.59662202544991,0.0,0.0,1.0,0.0,0.0,4.98
77.0,2.0,3.0,10.8080124990296,106.704146980204,3.0,18.827244701348747,17.205832796074894,1894.2,0,0,0,0,0,1,15.076317258595626,5.819343258367649,94.18224052370392,0.0,0.0,5.0,3.5751523788639448,0.0,1.0,0.0,1.0,0.0,5.2
31.0,3.0,8.0,10.7690387071326,106.681233781376,0.0,54.46617152529408,15.13100312673361,1881.6,1,0,0,0,0,1,35.13373860631083,53.68303571428572,0.0,0.0,46.31590136054422,6.0,2.3040125446534003,0.0,1.0,0.0,1.0,0.0,7.5
110.0,3.0,8.0,10.8120756891249,106.692309623312,0.0,18.827244701348747,16.924787565129154,136.8,0,0,1,1,0,0,25.38415763254146,14.020467836257309,0.0,0.0,85.97222222222221,9.0,4.12474116499351,0.0,0.0,0.0,1.0,0.0,8.59
40.0,2.0,10.0,10.7568414928991,106.647178640679,3.0,13.32081849341783,9.674953215540254,1911.0,0,0,1,0,0,0,32.67330086593139,97.25274725274726,0.0,0.0,2.7456828885400313,4.0,6.263640731401519,0.0,0.0,0.0,1.0,0.0,8.5
54.0,4.0,8.0,10.7663114145137,106.600192700717,2.0,10.737500000006847,11.79885823719474,672.2,1,0,0,0,0,0,13.629868366546333,23.44391550133889,76.55162154120796,0.0,0.0,8.0,11.075214752068602,0.0,0.0,0.0,0.0,1.0,6.95
80.0,4.0,10.0,10.6845163062838,106.750153223359,3.0,8.131668552257471,11.712567766934,,0,0,0,0,0,0,11.761918800261277,,,,,9.0,11.49783109056444,0.0,0.0,0.0,0.0,1.0,9.8
79.0,3.0,12.2,10.7951222305704,106.677118176575,0.0,18.63592086332186,15.923197269929185,227.0,0,0,0,0,0,1,18.88858355251217,0.0,0.0,0.0,99.98237885462557,7.0,3.3738950767587603,0.0,0.0,0.0,1.0,0.0,11.9
67.0,6.0,4.0,10.7934894537693,106.678810328569,0.0,18.63592086332186,15.923197269929185,401.8,0,0,0,0,0,1,43.77795732213526,16.739671478347436,83.25037332005974,0.0,0.0,24.0,3.116067054875939,0.0,0.0,1.0,0.0,0.0,13.3
49.0,2.0,4.8,10.8326903650321,106.6724812714,0.0,11.098013468022373,14.561953480312356,1409.6,0,0,0,0,0,1,14.324407498016885,95.59662315550511,4.401248581157775,0.0,0.0,5.0,7.036142705058827,0.0,0.0,0.0,0.0,1.0,5.59
71.0,3.0,6.0,10.8787014377395,106.66872230772,3.0,8.826587030733174,9.397256429506324,10130.3,0,0,0,0,0,0,20.25050569105691,37.71813273052131,40.66562688173105,0.0,21.61594424646852,7.0,11.95482887833928,0.0,0.0,0.0,0.0,1.0,5.3
83.0,3.0,7.8,10.7998254026298,106.809146404266,3.0,19.053737403258268,12.780266996675284,,1,0,1,0,0,1,19.567814035091047,,,,,7.0,12.095578233283018,0.0,0.0,0.0,1.0,0.0,4.5
196.0,2.0,10.0,10.8474158647529,106.717030834063,0.0,15.48107692307722,17.78611714762465,,0,0,0,0,0,0,19.385376428405934,,,,,25.0,8.129472426745771,0.0,0.0,1.0,0.0,0.0,18.5
76.0,4.0,10.0,10.8054667658377,106.604953715298,3.0,10.737500000006847,10.067829993435623,1812.7,1,0,0,0,0,0,19.567814035091047,3.242676670160534,0.0,0.0,96.75952998289844,7.0,11.001203311765549,0.0,0.0,0.0,0.0,1.0,8.5
90.0,4.0,3.5,10.8257522165714,106.68995896195,2.0,11.098013468022373,15.149860937399001,86.2,0,1,0,0,0,0,14.324407498016885,26.055684454756378,0.0,0.0,73.9907192575406,10.0,5.664447800247644,0.0,1.0,0.0,1.0,0.0,8.8
240.0,3.0,16.2,10.7808542451577,106.688456167257,3.0,54.46617152529408,106.67729565230768,1354.3,0,0,0,0,0,1,47.644452285713,24.68655393930444,74.79878904230969,0.5146570183858821,0.0,10.0,1.4828548924722598,0.0,0.0,0.0,1.0,0.0,135.0
80.0,2.0,6.0,10.7989488762226,106.693709045018,2.0,18.827244701348747,15.13100312673361,53.0,1,0,0,1,0,0,18.133914647361333,42.47169811320755,0.0,0.0,57.54716981132076,9.0,2.6764586642880412,0.0,0.0,0.0,1.0,0.0,12.5
61.0,3.0,8.0,10.7265707794696,106.733483078702,2.0,17.789285714285825,8.648767860862735,795.2,1,0,0,0,0,0,8.354727166160457,52.992957746478865,0.0,0.0,47.0020120724346,8.0,6.536350146931049,0.0,0.0,0.0,0.0,1.0,8.9
87.0,3.0,8.0,10.7875953753101,106.677821713564,3.0,54.46617152529408,16.235786892588425,83.4,1,0,0,0,0,0,24.641850909075103,25.371702637889687,0.0,0.0,74.568345323741,7.0,2.8509484868148767,0.0,0.0,0.0,1.0,0.0,22.8
18.0,3.0,3.0,10.7844350165409,106.668995301333,2.0,54.46617152529408,16.924787565129154,550.0,1,0,0,0,1,1,14.535280883434632,19.970909090909092,0.0,72.38181818181818,7.674545454545455,5.0,3.6301388119533105,1.0,0.0,0.0,0.0,1.0,4.85
110.0,3.0,6.0,10.8073903137904,106.718813190329,2.0,18.827244701348747,23.596282954466844,333.5,1,0,1,0,0,0,29.161416890612465,79.2383808095952,8.992503748125937,0.0,11.778110944527736,14.0,3.99081221329784,0.0,0.0,0.0,0.0,1.0,13.99
66.0,4.0,30.0,10.7748719193098,106.690319602575,3.0,53.75818181817839,80.81249751703449,910.1,0,0,0,0,0,0,29.620808306885813,18.349631908581472,0.0,81.64817053071091,0.0,8.0,1.1842508940070415,0.0,0.0,0.0,0.0,1.0,31.0
115.0,4.0,6.0,10.7836219612393,106.76867203787,3.0,38.647438220481845,23.346267146280812,,1,0,0,1,0,0,19.567814035091047,,,,,12.0,7.429574313774815,0.0,0.0,1.0,0.0,0.0,14.7
100.0,4.0,6.0,10.8434323925947,106.65042772835,2.0,11.098013468022373,16.924787565129154,2412.4,1,0,0,0,0,0,18.364041163673342,97.5352346211242,0.0,0.0,2.464350853921406,8.0,9.31949501871794,0.0,0.0,1.0,0.0,0.0,9.9
266.0,2.0,6.0,10.7524929274356,106.543448608222,3.0,13.123347608580726,18.374085658736885,,1,1,0,1,0,0,20.25050569105691,,,,,6.0,17.418811071814833,0.0,0.0,1.0,0.0,0.0,5.95
42.0,4.0,4.9,10.8153017498209,106.707787494696,0.0,18.827244701348747,20.47473566303819,1206.8,1,0,0,0,0,1,13.930220361551154,76.717765992708,0.0,0.0,23.278919456413657,10.0,4.430780997033327,0.0,0.0,0.0,0.0,1.0,10.0
26.0,2.0,3.0,10.8379212358774,106.636949437251,0.0,11.098013468022373,15.61262632367065,406.8,0,1,1,0,0,0,10.818659325601992,0.0,0.0,0.0,99.98770894788592,4.0,9.823525459164584,0.0,0.0,1.0,0.0,0.0,3.98
82.0,2.0,2.0,10.8102861132852,106.698330470169,3.0,18.827244701348747,20.454141465138118,369.3,0,0,1,0,0,0,20.25050569105691,0.0,0.0,0.0,100.0,3.0,3.8244247991563793,0.0,0.0,0.0,1.0,0.0,8.6
200.0,3.0,16.066666666666666,10.7672777175903,106.778686523438,0.0,38.647438220481845,16.791900388268562,,0,1,1,1,0,1,19.670082156392432,,,,,12.0,8.530528930434672,0.0,0.0,0.0,0.0,1.0,22.9
300.0,5.0,10.0,10.7526793667775,106.600121444725,0.0,10.737500000006847,13.482984203694478,,0,0,0,0,0,0,20.25050569105691,,,,,160.0,11.331428606750828,0.0,0.0,0.0,1.0,0.0,48.0
80.0,2.0,6.0,10.8075458645595,106.678640962629,2.0,18.63592086332186,18.093318479606467,140.1,1,0,0,0,0,1,17.39220212010448,59.52177016416845,0.0,0.0,40.47822983583155,9.0,4.280449972940281,0.0,0.0,0.0,1.0,0.0,9.6
27.0,2.0,6.0,10.7920426063142,106.671516085911,0.0,18.63592086332186,16.235786892588425,142.9,0,1,0,0,0,0,13.842079023496492,18.264520643806858,0.0,0.0,81.76347095871238,3.0,3.691157221719367,0.0,0.0,1.0,0.0,0.0,5.7
37.0,2.0,8.0,10.7978553377518,106.698940629786,0.0,18.827244701348747,20.918551142754602,1075.0,0,0,0,0,0,0,20.25050569105691,67.53395348837209,0.0,0.0,32.46976744186046,6.0,2.441622183126739,0.0,1.0,0.0,0.0,1.0,8.6
72.0,2.0,7.0,10.82580025394898,106.68778842283218,0.0,11.098013468022373,15.288713651298618,84.3,1,0,0,0,0,1,19.567814035091047,0.0,0.0,0.0,100.0,4.0,5.725232958240133,0.0,1.0,0.0,1.0,0.0,7.0
48.0,4.0,3.0,10.7403954519483,106.735580304345,1.0,17.789285714285825,8.648767860862735,9940.3,0,0,0,0,0,0,13.834634373598146,40.937195054475225,2.137058237678944,0.0,56.92554550667485,8.0,5.464582830397218,0.0,0.0,0.0,0.0,1.0,4.5
140.0,1.0,20.0,10.7901521724985,106.734693217729,0.0,38.647438220481845,25.425738377885217,,0,0,0,0,0,0,18.455878219881225,,,,,10.0,3.992636680615966,0.0,0.0,0.0,0.0,1.0,27.5
53.0,2.0,5.0,10.7912168825301,106.685654572913,3.0,54.46617152529408,106.67729565230768,31.4,0,0,0,0,0,1,20.45706272875709,0.0,0.0,100.0,0.0,5.0,2.3894326223175217,0.0,0.0,0.0,1.0,0.0,7.68
54.0,5.0,6.0,10.799309054354,106.641337301444,2.0,19.38917355371901,15.61262632367065,1272.4,1,0,0,0,0,0,17.16889699849127,96.27318453316566,0.0,0.0,3.722885884941842,10.0,7.023586658560043,0.0,0.0,0.0,0.0,1.0,9.9
80.0,3.0,20.0,10.69386434643685,106.6471966356039,0.0,13.123347608580726,17.577819031868692,,0,0,0,0,0,0,17.67945501854178,,,,,6.0,10.867009806818569,0.0,0.0,1.0,0.0,0.0,7.95
233.0,3.0,15.2,10.8411931013944,106.725483788325,3.0,15.48107692307722,14.40074884671146,,0,0,0,0,0,1,19.567814035091047,,,,,6.0,7.722886165294204,0.0,0.0,0.0,1.0,0.0,38.0
200.0,6.0,14.4,10.7907473191176,106.637345742439,3.0,14.87073929990493,24.311036457287887,677.0,0,0,0,0,0,1,29.940845325225013,34.68833087149187,55.190546528803544,0.0,10.118168389955686,21.0,7.154429847406116,1.0,0.0,0.0,1.0,0.0,34.0
62.0,3.0,6.0,10.784464285021,106.642470841125,3.0,19.38917355371901,15.61262632367065,255.8,0,0,0,0,0,0,22.259407193155763,23.139171227521494,0.0,0.0,76.87646598905394,6.0,6.473002498713355,0.0,0.0,0.0,1.0,0.0,9.5
9.0,2.0,3.0,10.80498654012,106.680106296225,2.0,18.63592086332186,18.093318479606467,649.6,1,1,0,0,0,0,20.25050569105691,95.42795566502464,4.202586206896552,0.0,0.375615763546798,3.0,3.9556444569768825,0.0,0.0,0.0,0.0,1.0,2.4
119.0,4.0,40.0,10.8009382255178,106.656188056741,3.0,19.38917355371901,18.093318479606467,126.8,1,0,0,0,0,0,28.509028490145873,14.4006309148265,0.0,0.0,85.58359621451103,12.0,5.635206773860626,0.0,0.0,0.0,1.0,0.0,29.8
101.0,4.0,12.0,10.795401168616,106.77582869581,0.0,38.647438220481845,44.55718221916659,,0,0,0,0,1,0,20.586367962736855,,,,,9.0,8.442923690491044,0.0,1.0,0.0,1.0,0.0,21.0
224.0,2.0,12.0,10.852900801037,106.720368451751,3.0,15.48107692307722,17.78611714762465,,1,0,0,0,0,0,19.567814035091047,,,,,6.0,8.806143854116785,0.0,0.0,0.0,1.0,0.0,14.8
140.0,3.0,5.0,10.8112361506352,106.709273357768,2.0,18.827244701348747,20.47473566303819,80.8,1,0,0,0,0,0,18.78482813097723,12.660891089108912,0.0,0.0,87.37623762376238,9.0,4.0185040779165,0.0,0.0,1.0,0.0,0.0,15.4
257.0,5.0,13.9,10.8062681490508,106.729942406734,0.0,38.647438220481845,58.28290665694527,,0,0,0,0,0,1,20.25050569105691,,,,,36.0,4.610077420076279,0.0,0.0,0.0,1.0,0.0,46.0
90.0,2.0,6.0,10.8067562544074,106.718707477269,0.0,18.827244701348747,23.596282954466844,542.1,0,0,0,0,0,0,29.161416890612465,0.1955358789891164,0.0,0.0,99.81184283342556,6.0,3.923624722020459,0.0,0.0,1.0,0.0,0.0,12.89
90.0,3.0,7.3,10.8083396615452,106.684204967681,3.0,18.827244701348747,20.339947871608835,366.3,0,0,0,0,0,1,20.46129821819246,59.96723996723996,0.0,0.0,40.03276003276003,23.0,4.041882507475919,0.0,0.0,0.0,0.0,1.0,16.9
157.0,5.0,30.0,10.8260697600058,106.765423594195,3.0,19.053737403258268,21.11172623314244,,0,0,0,0,0,0,20.25050569105691,,,,,17.0,8.964271314309576,0.0,0.0,0.0,0.0,1.0,23.0
45.0,1.0,15.0,10.6784202376554,106.753379215559,3.0,8.131668552257471,11.712567766934,8606.4,0,0,0,0,0,0,8.354727166160457,89.89531046662948,0.0,0.0,0.0,4.0,12.26184893846244,0.0,0.0,1.0,0.0,0.0,5.9
62.0,4.0,10.666666666666668,10.7143203137937,106.737152431409,0.0,17.789285714285825,18.28632481919144,2763.6,1,1,1,0,0,1,8.354727166160457,22.80865537704444,0.0,0.0,77.19098277608916,9.0,7.908907312770625,0.0,0.0,0.0,0.0,1.0,7.75
85.0,3.0,12.0,10.7732749073453,106.705238890057,3.0,53.75818181817839,49.46190076307165,10020.3,0,0,0,0,0,1,24.638988573829966,71.49476562577966,25.018811812021596,3.486721954432502,0.0,8.0,0.5442631075733348,0.0,0.0,0.0,1.0,0.0,99.0
162.0,3.0,20.0,10.750556,106.73569,0.0,17.789285714285825,17.42635834230355,3299.4,0,0,0,0,0,0,19.089097978071564,64.26198702794449,0.0,0.0,0.0,8.0,4.720400726923427,0.0,0.0,0.0,0.0,1.0,33.0
90.0,4.0,6.0,10.810000850189,106.67131577961,3.0,19.38917355371901,20.918551142754602,3206.0,0,0,0,0,0,0,20.25050569105691,98.17155333749218,0.0,1.8287585776668744,0.0,10.0,4.987746099125031,0.0,0.0,0.0,1.0,0.0,16.8
45.0,3.0,5.0,10.7430504935905,106.729374082924,0.0,17.789285714285825,14.672222873812292,4905.2,1,0,0,0,0,1,8.354727166160457,2.091046236646824,97.90854603278154,0.0,0.0,8.0,4.792013783947211,0.0,0.0,0.0,1.0,0.0,4.9
65.0,4.0,6.833333333333334,10.7970796171253,106.680810687819,3.0,18.63592086332186,18.83383064658232,69.6,1,1,1,0,0,1,21.485572441587628,7.988505747126437,91.69540229885058,0.0,0.2873563218390805,8.0,3.2257800566166703,0.0,0.0,0.0,1.0,0.0,23.0
80.0,4.0,12.0,10.732416826009,106.734347762379,0.0,17.789285714285825,8.648767860862735,10222.7,0,0,0,0,0,0,20.25050569105691,0.0,0.0,0.0,100.0,8.0,6.056213331269477,0.0,0.0,0.0,0.0,1.0,15.9
52.0,4.0,16.0,10.8865800284123,106.723978805138,3.0,15.48107692307722,16.424313862581496,,1,1,1,1,1,0,17.208721774105186,,,,,7.0,12.547251471225891,0.0,0.0,0.0,1.0,0.0,4.37
186.0,6.0,19.5,10.7898789677855,106.689753537106,0.0,53.75818181817839,34.07029975082686,3273.4,0,0,0,0,0,1,33.00107166459517,30.517199242377956,69.48432822142115,0.0,0.0,8.0,1.9793374783820037,0.0,0.0,0.0,1.0,0.0,42.0
82.0,4.0,18.0,10.7475945050343,106.715806710863,2.0,17.789285714285825,14.8877491993957,4368.0,1,0,0,0,0,0,18.207540931800263,94.49793956043956,0.5663919413919414,0.0,4.934752747252748,9.0,3.543645110855774,0.0,0.0,0.0,0.0,1.0,12.3
63.0,4.0,4.0,10.8418203764007,106.650642194712,3.0,11.098013468022373,23.820911987062647,9636.3,1,0,0,0,0,0,19.567814035091047,15.746915309818084,84.25329223872234,0.0,0.0,9.0,9.161795141366682,0.0,0.0,0.0,1.0,0.0,8.5
51.0,1.0,10.0,10.779144980912,106.679050115464,3.0,24.737282299672927,20.454141465138118,1704.0,0,1,1,1,1,0,14.535280883434632,91.78286384976526,8.21537558685446,0.0,0.0,2.0,2.4338409386940456,0.0,0.0,0.0,0.0,1.0,9.5
124.0,4.0,15.0,10.7904465878718,106.69245311133,3.0,53.75818181817839,34.07029975082686,862.8,0,0,0,0,1,0,24.1142258297563,71.65159944367177,0.0,0.0,28.349559573481685,11.0,1.8634869031033423,0.0,0.0,0.0,1.0,0.0,55.0
60.0,5.0,6.5,10.7762169557499,106.611136058299,0.0,10.737500000006847,11.523850027712317,5109.4,1,1,1,0,0,1,18.529132150179485,69.3684189924453,0.0,0.0,30.6317767252515,13.0,9.827154161323085,0.0,0.0,0.0,1.0,0.0,8.3
102.0,4.0,12.0,10.777139,106.78751,0.0,38.647438220481845,23.328827418358713,,0,0,0,0,0,0,22.138800464465486,,,,,8.0,9.439748359976717,0.0,0.0,0.0,1.0,0.0,24.0
565.0,8.0,15.0,10.8119341410873,106.692356758276,0.0,18.827244701348747,16.924787565129154,117.8,0,0,0,0,0,0,25.38415763254146,15.441426146010189,0.0,0.0,84.56706281833617,11.0,4.108235933604397,0.0,1.0,0.0,1.0,0.0,230.0
46.0,4.0,12.0,10.7984680843923,106.655486251653,3.0,19.38917355371901,18.093318479606467,51227.4,0,0,0,1,0,0,21.374905914231878,0.6260712040821904,99.37398735832777,0.0,0.0,10.0,5.573678685793519,0.0,0.0,0.0,0.0,1.0,13.9
60.0,4.0,14.0,10.87904,106.5525,3.0,9.79203162611253,14.844224781192123,34049.8,0,0,0,1,1,0,19.567814035091047,0.0,10.637712996845796,89.36234574065045,0.0,9.0,19.86625787576402,0.0,0.0,0.0,1.0,0.0,6.0
55.0,6.0,8.0,10.8290620084939,106.689348870624,0.0,11.098013468022373,15.149860937399001,2798.6,0,0,1,0,0,0,16.60869960096871,35.168298434931756,0.0,0.0,64.83170156506826,8.0,6.038217254608703,0.0,1.0,0.0,1.0,0.0,8.5
181.0,4.0,30.0,10.8754528494639,106.815127399477,3.0,19.053737403258268,25.613782122221185,,0,0,0,0,0,0,20.25050569105691,,,,,15.0,16.65491779207555,0.0,0.0,0.0,1.0,0.0,15.0
120.0,7.0,20.0,10.7677282505765,106.671557242248,3.0,24.737282299672927,24.56391683041859,1537.0,0,0,0,0,0,0,21.742372820427185,89.8145738451529,0.0,0.0,10.204294079375408,12.0,3.3556361085896307,0.0,0.0,1.0,0.0,0.0,47.0
55.0,5.0,6.4,10.7762664104077,106.700774957355,0.0,53.75818181817839,49.46190076307165,7556.1,0,0,0,0,0,1,39.729986027272446,0.6834213416974365,99.3160492846839,0.0,0.0,10.0,0.0462407492126603,0.0,0.0,0.0,1.0,0.0,50.0
56.0,4.0,10.2,10.7613921619997,106.666949708833,0.0,24.737282299672927,15.149860937399001,36.0,0,1,1,1,0,1,20.25050569105691,15.833333333333332,0.0,0.0,83.5,16.0,4.068757034343508,0.0,0.0,0.0,1.0,0.0,9.2
119.0,1.0,16.0,10.783235555764058,106.74809937692072,3.0,38.647438220481845,44.55718221916659,,0,0,0,0,0,0,20.25050569105691,,,,,3.0,5.196532704512743,0.0,0.0,0.0,1.0,0.0,21.0
66.0,3.0,8.0,10.6927872835571,106.740776533024,0.0,8.131668552257471,7.431275025157785,1084.2,1,0,0,0,0,0,8.354727166160457,72.12968087068806,0.0,0.0,27.87308614646744,9.0,10.217822100728329,0.0,0.0,0.0,0.0,1.0,8.59
54.0,4.0,5.0,10.8448302290064,106.678341517657,0.0,11.098013468022373,20.339947871608835,212.0,1,1,1,0,1,0,19.222790783577807,8.49056603773585,0.0,0.0,91.51415094339622,10.0,8.047108635729629,0.0,0.0,0.0,0.0,1.0,8.65
64.0,4.0,6.0,10.7795460249331,106.667096111901,0.0,24.737282299672927,15.923197269929185,42832.0,1,0,0,0,0,0,16.95010834230355,8.418588905491221,91.34313130369816,0.0,0.2376260739633918,11.0,3.73523137645548,0.0,0.0,0.0,0.0,1.0,14.9
82.0,5.0,6.0,10.8423789578159,106.643054526474,3.0,11.098013468022373,15.61262632367065,2978.0,0,1,0,0,0,0,10.107421869117639,90.42411014103423,0.0,0.0,9.575218267293485,20.0,9.72999600861163,0.0,0.0,0.0,1.0,0.0,10.6
73.0,3.0,8.0,10.7919309696991,106.674847458091,0.0,18.63592086332186,16.924787565129154,78.2,1,1,1,0,0,0,13.842079023496492,4.079283887468031,0.0,0.0,95.9079283887468,6.0,3.3706258565877123,0.0,0.0,0.0,1.0,0.0,16.7
51.0,3.0,5.0,10.8109174021435,106.701954311893,3.0,18.827244701348747,20.454141465138118,759.8,1,0,0,0,0,1,17.16203807849431,27.9599894709134,0.0,0.0,62.297973150829165,10.0,3.883759159837651,0.0,0.0,0.0,1.0,0.0,8.2
60.0,5.0,8.0,10.8456851648368,106.718263933479,3.0,15.48107692307722,17.78611714762465,,1,0,0,0,0,0,15.155664323925304,,,,,10.0,7.972186389247031,0.0,0.0,1.0,0.0,0.0,10.0
146.0,3.0,9.8,10.8721784955867,106.619845998906,3.0,8.826587030733174,9.23912502081522,372.4,0,0,0,0,0,1,21.19814232501748,20.891514500537056,0.0,0.0,79.11385606874329,21.0,13.896997529118256,1.0,0.0,0.0,1.0,0.0,13.6
100.0,1.0,14.0,10.8100107665673,106.616584534159,0.0,14.87073929990493,13.051852005459661,99.8,0,1,1,1,0,0,20.25050569105691,46.09218436873748,0.0,0.0,53.8877755511022,12.0,9.976061755834648,0.0,0.0,0.0,1.0,0.0,9.6
151.0,3.0,4.0,10.8433965451461,106.733423892373,3.0,15.48107692307722,14.40074884671146,,0,1,0,0,0,0,20.25050569105691,,,,,7.0,8.28411688219325,0.0,0.0,0.0,0.0,1.0,12.5
120.0,5.0,27.5,10.7727056938817,106.687195201081,3.0,54.46617152529408,15.149860937399001,71.0,0,0,0,0,0,1,33.51253090281875,0.0,0.0,0.0,99.98591549295774,12.0,1.5624334704390148,0.0,1.0,0.0,1.0,0.0,64.0
57.0,2.0,4.0,10.7516040483782,106.701752634996,0.0,17.789285714285825,17.287883938053668,140.34,1,0,1,0,0,0,13.55522012715968,0.0,100.0,0.0,0.0,6.0,2.713642716383594,0.0,0.0,0.0,0.0,1.0,5.0
95.0,5.0,13.1,10.7658057390432,106.663718865342,3.0,24.737282299672927,15.61262632367065,3178.0,0,0,0,0,0,1,32.67330086593139,72.28288231592197,0.0,0.0,27.72089364380113,8.0,4.237781022905668,0.0,0.0,0.0,1.0,0.0,34.0
35.0,3.0,6.0,10.7617224157974,106.678235364738,0.0,29.82381843840417,18.093318479606467,771.8,0,1,0,1,1,1,17.376381907262566,98.50608966053385,0.0,0.0,1.4965016843741905,6.0,2.959517829365489,0.0,0.0,0.0,0.0,1.0,9.0
200.0,6.0,17.633333333333333,10.7958789707728,106.706937420606,3.0,18.827244701348747,15.081788755498186,39.6,0,0,1,0,0,1,24.624921090794228,15.93434343434343,0.0,0.0,84.16666666666666,12.0,2.300567902851885,0.0,0.0,0.0,1.0,0.0,87.0
93.0,6.0,7.0,10.7847326687479,106.668741815896,0.0,54.46617152529408,16.924787565129154,1215.0,1,0,0,0,1,0,14.535280883434632,65.45925925925926,0.0,0.0,34.553086419753086,24.0,3.665521332297121,0.0,0.0,1.0,0.0,0.0,22.5
190.0,4.0,12.0,10.7521410315136,106.617163383976,3.0,10.737500000006847,19.36213730687916,,1,1,1,1,0,0,20.25050569105691,,,,,10.0,9.545198635999572,0.0,0.0,0.0,1.0,0.0,20.7
